Data_Inicio,Data_Fim,Total_Registros,Publico_Total,Filmes_Unicos,Filmes_Nacionais,Filmes_Estrangeiros,Salas_Unicas,Municipios_Unicos,Estados,Distribuidoras,Paises_Origem
2014-01-01,2026-06-13,20743515,1636216320,5700,1985,3718,14325,553,27,347,81
